,SPY,XLF,XLK,XLU,XLI,XLV,XLY,XLP,XLB,XOP,XHB,XME,XRT,ETH,LTC
2016-11-16,217.93,21.875,47.11,46.42,59.18,70.15,80.45,50.77,48.39,38.14,33.22,29.8,45.28,34.05,45.31
2016-11-17,218.95,22.15,47.42,46.42,59.31,70.45,81.44,50.73,48.39,38.095,33.9,29.58,45.73,34.55,44.37
2016-11-18,218.52,22.17,47.36,46.28,59.29,69.72,81.16,50.66,48.3,38.33,33.88,29.51,45.3,34.35,44.98
2016-11-21,220.11,22.24,47.85,46.78,59.61,69.91,81.68,50.57,48.89,39.96,34.1,30.085,45.5389,34.7,44.92
2016-11-22,220.53,22.25,47.98,46.94,59.88,68.95,82.68,50.99,49.19,39.87,34.24,31.58,46.58,35.5,45.57
2016-11-23,220.73,22.38,47.79,46.495,60.32,69.2,82.76,50.9,49.43,40.19,34.34,31.69,46.83,35.3,45.3882
2016-11-25,221.54,22.43,47.99,47.155,60.65,69.46,82.97,50.93,49.58,39.66,34.59,31.93,46.675,35.6,45.8
2016-11-28,220.54,22.13,48.03,48.085,60.23,68.92,82.33,51.21,49.37,38.325,34.15,31.68,46.08,35.05,45.83
2016-11-29,220.89,22.18,48.09,48.26,60.28,69.38,82.53,51.34,49.42,37.585,34.335,31.03,46.02,35.1,46.38
2016-11-30,220.33,22.49,47.505,46.7569,60.36,68.73,81.83,51.14,49.95,41.92,33.84,31.12,45.67,34.55,45.48
2016-12-01,219.52,22.87,46.5199,46.34,60.76,68.22,81.89,50.39,49.93,42.05,33.55,31.3,45.5,34.7,44.45
2016-12-02,219.66,22.65,46.68,46.77,60.75,68.42,81.43,50.38,49.96,42.01,33.61,32.04,45.6,34.725,45.115
2016-12-05,220.92,22.91,47.12,46.87,60.7,68.31,82.26,50.58,50.38,42.43,34.025,33.22,46.18,35.35,45.4
2016-12-06,221.69,23.13,47.27,46.76,60.81,68.46,82.5,50.61,50.41,42.67,34.36,33.19,46.64,35.45,45.7
2016-12-07,224.57,23.48,48.17,47.35,61.95,67.88,84.04,50.76,51.15,42.87,35.24,33.6,47.47,36.15,46.82
2016-12-08,225.14,23.71,48.32,47.47,61.6,68.01,84.13,51.31,51.51,43.34,35.65,33.69,48.15,37.25,47.16
2016-12-09,226.49,23.75,48.64,47.96,61.88,68.85,84.3,51.36,51.49,43.19,35.49,33.11,47.94,37.2,47.08
2016-12-12,226.22,23.53,48.52,48.44,61.66,69.14,83.63,51.92,51.28,42.85,35.315,32.58,47.08,37.45,47.18
2016-12-13,227.71,23.57,49.11,48.96,61.57,69.71,84.33,52.35,51.17,43.41,35.39,32.38,47.085,37.3,47.32
2016-12-14,225.92,23.45,48.96,47.96,60.95,69.43,83.79,52.52,50.5643,41.77,34.95,32.07,46.57,36.6,45.46
2016-12-15,226.77,23.685,49.13,48.27,61.02,69.815,83.57,51.92,50.91,41.97,34.58,31.99,46.55,36.65,45.245
2016-12-16,225.07,23.37,48.61,48.41,60.9,69.61,82.71,51.92,50.39,42.0,34.57,31.29,45.93,36.8,46.35
2016-12-19,225.49,23.4,48.94,48.59,61.24,69.25,82.9,52.105,50.31,42.22,34.71,31.16,46.1175,38.25,47.15
2016-12-20,226.37,23.655,49.11,48.645,61.59,69.23,83.55,52.17,50.35,42.01,34.85,31.76,46.75,38.8,47.01
2016-12-21,225.81,23.6,49.01,48.45,61.35,68.83,83.5,52.0,50.4,41.93,35.02,31.69,46.35,37.8,45.93
2016-12-22,225.43,23.53,48.93,48.63,61.24,68.94,82.65,51.98,50.16,42.16,34.34,31.09,44.73,36.9,45.94
2016-12-23,225.69,23.57,48.96,48.63,61.3,69.47,82.46,51.93,50.28,42.21,34.29,31.14,44.51,36.9,46.12
2016-12-27,226.24,23.605,49.16,48.645,61.42,69.58,82.75,52.02,50.53,42.46,34.53,31.43,44.89,37.65,46.07
2016-12-28,224.43,23.37,48.75,48.2,60.78,69.09,82.22,52.01,50.03,41.94,34.16,31.17,44.4,37.05,45.73
2016-12-29,224.37,23.2,48.75,48.83,60.76,69.165,82.1,51.76,50.04,41.65,34.12,31.36,44.33,37.5,46.47
2016-12-30,223.55,23.26,48.33,48.59,60.55,68.94,81.41,51.98,49.69,41.43,33.855,30.41,44.11,36.9,46.94
2017-01-03,225.19,23.48,48.78,48.425,60.91,69.86,81.87,51.75,50.03,42.0,34.15,31.11,44.3,37.2,47.2
2017-01-04,226.53,23.7,48.94,48.595,61.27,70.37,82.95,51.97,50.74,42.22,34.685,32.2499,45.17,37.4,47.5
2017-01-05,226.36,23.46,49.03,48.65,61.09,70.72,82.9,51.89,50.6,42.07,34.51,32.605,44.07,35.95,47.2899
2017-01-06,227.24,23.55,49.38,48.81,61.44,70.93,83.28,51.97,50.61,41.74,34.23,31.825,43.78,34.95,47.21
2017-01-09,226.49,23.38,49.4,48.19,60.97,71.26,83.21,51.92,50.61,40.61,34.01,31.37,43.85,34.7,46.92
2017-01-10,226.43,23.46,49.37,48.06,61.22,71.49,83.53,51.65,50.65,40.6,34.17,32.51,44.29,34.9,46.7
2017-01-11,227.06,23.565,49.62,48.53,61.54,70.77,83.72,51.35,51.06,40.995,34.3,32.57,44.08,31.25,46.68
2017-01-12,226.57,23.4,49.53,48.59,61.29,70.83,83.69,51.52,50.95,40.71,34.2,32.135,43.99,31.15,47.13
2017-01-13,227.03,23.51,49.65,48.5,61.52,70.91,83.95,51.49,50.86,40.465,34.34,32.4,44.02,31.7,47.01
2017-01-17,226.29,22.98,49.49,49.06,61.04,70.56,84.11,51.56,50.66,41.1,34.27,32.31,44.38,32.0,47.53
2017-01-18,226.74,23.17,49.62,48.975,61.28,70.49,83.98,52.34,50.98,41.04,34.28,33.0,44.29,32.0,47.37
2017-01-19,225.95,23.03,49.5199,48.55,61.72,70.06,83.7,52.37,50.65,40.91,34.06,32.54,43.51,32.1,46.75
2017-01-20,226.7,23.14,49.79,48.63,61.73,69.86,83.9,52.5,51.08,41.12,34.195,32.775,43.49,32.3,47.15
2017-01-23,226.18,23.01,49.87,48.39,61.39,69.56,83.985,52.58,51.21,40.68,34.325,33.09,43.105,32.4,47.74
2017-01-24,227.58,23.28,50.19,48.395,62.01,69.09,84.66,52.6,52.5,41.33,35.33,34.135,43.61,33.15,47.57
2017-01-25,229.49,23.67,50.67,48.38,62.66,69.71,85.16,53.03,52.86,41.62,35.73,33.65,43.795,33.7,47.235
2017-01-26,229.3,23.74,50.56,48.4,62.8,69.21,85.34,52.92,53.0,41.79,35.49,33.34,43.305,29.5,46.73
2017-01-27,228.99,23.6399,50.74,48.38,62.76,69.73,85.08,52.54,52.83,41.31,35.12,33.64,42.71,29.05,46.6
2017-01-30,227.62,23.47,50.35,48.42,62.22,69.43,85.0,52.23,52.28,40.15,34.67,33.26,42.8,28.9,46.69
2017-01-31,227.56,23.32,50.09,49.2,61.68,70.45,84.8,52.34,51.97,40.08,34.53,33.38,43.2,29.1,46.67
2017-02-01,227.64,23.335,50.4,48.355,61.57,70.97,84.65,52.34,52.23,39.775,34.5,33.155,42.75,28.5,45.85
2017-02-02,227.77,23.24,50.34,48.84,61.45,71.08,84.57,52.42,51.98,40.08,34.33,33.66,42.78,28.2,46.22
2017-02-03,229.37,23.69,50.675,48.89,61.91,71.48,84.47,52.93,52.06,40.66,34.61,33.58,43.01,28.4,46.49
2017-02-06,228.97,23.62,50.71,48.82,62.0,71.48,84.24,52.97,51.92,40.07,34.4,33.99,42.59,28.95,46.5
2017-02-07,228.97,23.56,50.91,48.93,62.1,71.515,84.14,52.81,51.52,39.1,34.365,33.7,42.39,28.85,46.46
2017-02-08,229.26,23.39,50.9925,49.41,62.02,71.43,84.65,53.2,51.65,39.17,34.45,33.83,42.95,28.65,46.61
2017-02-09,230.57,23.71,51.17,48.99,62.49,71.73,85.22,53.3,51.625,39.925,34.79,34.15,43.69,28.8,46.0
2017-02-10,231.48,23.77,51.3,49.315,62.99,71.83,85.71,53.61,52.11,40.36,35.22,34.34,44.02,29.25,46.26
2017-02-13,232.73,24.04,51.55,49.55,63.62,72.32,85.8,53.7,52.5,40.03,35.19,34.86,43.51,28.9,46.16
2017-02-14,233.71,24.325,51.7,49.19,63.65,72.84,86.31,53.49,52.53,40.39,35.185,34.77,43.9,28.625,45.73
2017-02-15,234.87,24.51,51.9,49.05,63.99,73.68,86.75,53.75,52.46,40.19,35.44,34.61,44.31,28.25,45.93
2017-02-16,234.73,24.47,52.03,49.56,64.01,73.59,86.35,54.06,52.44,39.49,35.39,34.56,43.47,28.5,46.59
2017-02-17,235.06,24.47,52.17,49.58,64.12,73.65,86.58,54.03,52.29,39.31,35.39,34.24,43.8,27.8,46.71
2017-02-21,236.45,24.58,52.44,50.1,64.44,73.98,87.1,54.62,52.465,39.79,35.82,34.52,44.3,28.65,46.9
2017-02-22,236.3,24.595,52.53,50.32,64.26,73.89,87.14,54.9,52.62,38.64,35.86,33.9,44.16,28.75,47.14
2017-02-23,236.45,24.63,52.53,50.84,63.85,74.45,86.54,55.0,52.34,38.62,35.68,32.55,43.105,28.25,47.19
2017-02-24,236.78,24.43,52.65,51.58,64.12,74.8,86.9,55.03,52.45,37.87,35.83,32.34,43.73,28.45,47.56
2017-02-27,237.13,24.56,52.59,51.28,64.35,75.13,87.0,55.19,52.29,38.17,36.36,32.39,43.99,29.225,48.13
2017-02-28,236.51,24.52,52.37,51.775,64.09,74.95,86.42,54.94,52.3,37.85,36.01,32.35,42.97,28.7,48.24
2017-03-01,239.75,25.22,53.08,51.3,65.17,75.72,87.28,55.13,53.26,38.89,36.84,33.3411,42.94,29.6,47.86
2017-03-02,238.33,24.85,52.76,51.69,64.47,75.53,87.16,55.3,52.71,37.94,36.64,31.721,43.33,29.25,47.93
2017-03-03,238.48,24.945,52.85,51.51,64.54,75.83,86.99,55.18,52.67,37.81,36.75,31.92,42.74,29.1,47.64
2017-03-06,237.76,24.8,52.78,51.42,64.38,75.52,86.71,54.95,52.33,38.09,36.38,31.35,42.37,28.4,47.39
2017-03-07,237.05,24.72,52.8,51.41,64.2,74.99,86.44,54.76,52.03,37.54,36.37,30.54,41.915,28.35,46.92
2017-03-08,236.59,24.725,52.84,50.67,63.97,75.25,86.77,54.69,52.07,35.96,36.72,30.25,42.37,29.2,45.69
2017-03-09,236.82,24.81,52.8365,50.56,63.68,75.72,86.74,54.69,51.86,36.23,36.62,29.8,41.86,28.8,45.26
2017-03-10,237.64,24.8,53.12,50.98,64.07,76.0,86.87,54.98,52.09,36.09,37.025,29.94,42.15,29.0,45.28
2017-03-13,237.76,24.82,53.18,51.1,64.03,75.905,87.06,55.0,52.25,36.37,36.92,30.3,41.9,29.05,45.32
2017-03-14,236.93,24.78,53.02,51.06,63.43,75.66,87.05,55.02,51.82,35.86,36.79,29.91,41.94,30.2,45.1
2017-03-15,238.89,24.75,53.38,51.88,64.15,76.56,87.5,55.0,52.63,36.96,37.29,31.36,42.27,31.05,45.86
2017-03-16,238.52,24.82,53.48,51.345,63.86,75.86,87.54,55.35,52.3,36.58,37.58,31.13,42.47,31.05,46.03
2017-03-17,237.08,24.47,53.32,51.23,64.2,75.17,87.35,55.17,52.4,36.435,37.45,30.85,42.48,31.45,46.49
2017-03-20,236.74,24.26,53.38,50.9,64.09,75.03,87.15,55.03,52.62,36.49,37.35,30.92,41.805,30.45,45.99
2017-03-21,233.78,23.56,52.62,51.62,63.11,74.44,86.07,55.11,51.74,35.66,36.73,29.86,40.98,29.5,46.21
2017-03-22,234.27,23.52,52.96,51.84,63.33,74.51,86.18,55.16,51.9,35.325,36.705,30.19,40.92,29.6,46.45
2017-03-23,234.01,23.57,52.81,51.7,63.25,74.26,86.36,54.88,52.13,35.19,36.855,30.05,41.22,30.15,46.79
2017-03-24,233.9,23.55,52.85,51.91,63.08,74.25,86.52,54.81,51.64,35.18,36.77,29.62,41.06,29.75,46.94
2017-03-27,233.58,23.435,52.84,51.67,62.86,74.5,86.52,54.5,51.8,35.39,36.75,29.74,41.24,30.05,46.88
2017-03-28,235.27,23.755,53.21,51.68,63.52,74.54,87.18,54.45,52.36,36.31,37.04,30.13,41.69,30.0,47.09
2017-03-29,235.59,23.64,53.3,51.5,63.51,74.54,87.68,54.7,52.42,37.2725,37.155,30.16,42.52,30.25,47.53
2017-03-30,236.27,23.92,53.39,51.14,63.86,74.54,87.915,54.8,52.43,36.96,37.23,30.2,42.56,30.4,47.56
2017-03-31,235.71,23.75,53.31,51.29,63.6,74.34,87.92,54.67,52.4,37.43,37.22,30.4,42.26,30.65,47.87
2017-04-03,235.37,23.685,53.255,51.29,63.46,74.42,87.58,54.66,52.19,37.24,36.95,30.55,41.625,29.95,47.87
2017-04-04,235.51,23.64,53.28,51.46,63.63,74.37,87.42,54.53,52.39,37.82,36.77,30.94,41.22,29.3,47.9
2017-04-05,234.77,23.47,53.1,51.73,63.42,74.14,87.24,54.66,52.36,36.92,36.56,30.31,40.8,29.35,47.88
2017-04-06,235.39,23.62,53.08,51.65,63.6,74.26,87.55,54.6,52.62,37.45,36.83,30.585,41.63,30.45,48.11
2017-04-07,235.17,23.54,53.06,51.37,63.67,74.39,87.25,54.6,52.58,37.21,36.745,30.86,41.53,29.7,48.5
2017-04-10,235.32,23.475,52.96,51.485,63.82,74.27,87.55,54.72,52.59,37.83,36.93,30.75,42.08,29.625,48.65
2017-04-11,235.04,23.4145,52.76,51.48,63.91,74.18,87.51,54.87,52.47,37.87,37.22,31.36,42.47,30.25,49.37
2017-04-12,234.1,23.2,52.59,51.86,63.03,74.18,87.15,54.84,51.82,37.2,36.82,30.12,42.055,29.4,49.08
2017-04-13,232.54,22.92,52.39,51.67,62.58,74.01,86.58,55.05,51.32,36.31,36.7,29.6,41.65,29.2,48.91
2017-04-17,234.57,23.285,52.86,51.92,63.27,74.23,87.42,54.93,51.69,36.48,37.09,29.53,42.0,29.65,49.28
2017-04-18,233.86,23.09,52.82,52.01,63.06,73.46,87.465,55.16,51.63,35.93,37.16,29.495,42.17,30.0,49.29
2017-04-19,233.47,23.025,52.78,51.66,63.12,73.66,87.54,55.55,51.68,34.96,37.32,28.98,42.43,29.95,49.19
2017-04-20,235.3,23.39,53.24,51.46,63.88,74.07,88.43,55.08,52.24,35.01,37.47,29.87,43.2,30.85,49.54
2017-04-21,234.59,23.18,53.17,51.75,63.94,73.71,88.25,55.13,52.22,35.11,37.52,29.78,42.95,31.0,49.48
2017-04-24,237.12,23.68,53.8,51.99,64.85,74.4,88.79,55.16,52.82,35.36,37.725,30.31,43.145,30.85,48.7
2017-04-25,238.53,23.88,54.1,51.94,65.16,74.75,89.5,55.53,53.66,36.08,37.895,30.53,43.12,31.15,48.87
2017-04-26,238.44,23.89,54.02,51.75,65.17,75.13,89.94,55.74,53.63,35.88,38.26,30.53,43.51,31.2,48.9
2017-04-27,238.61,23.775,54.26,51.93,65.15,75.31,90.45,55.35,53.52,35.25,38.25,29.89,43.465,29.0,48.85
2017-04-28,238.1,23.545,54.36,51.68,64.85,75.49,90.05,55.04,53.12,34.97,37.81,29.81,42.99,29.8,47.84
2017-05-01,238.65,23.68,54.78,51.37,64.65,75.65,90.15,55.26,53.09,34.93,37.63,29.61,42.9,30.75,47.85
2017-05-02,238.79,23.655,54.89,51.48,64.97,75.84,90.27,54.85,53.18,34.69,37.585,29.7,43.27,31.95,47.41
2017-05-03,238.52,23.815,54.79,51.26,65.02,75.54,89.735,54.65,52.66,34.71,37.475,28.78,43.035,30.9,46.95
2017-05-04,238.75,23.87,54.76,51.465,65.08,75.99,89.64,54.79,52.76,33.52,37.54,28.28,42.805,30.7,46.83
2017-05-05,239.72,23.84,54.98,51.76,65.42,75.95,90.15,55.22,53.5,34.82,37.785,28.77,43.38,30.95,47.33
2017-05-08,239.67,23.82,55.21,51.73,65.24,75.49,90.37,55.26,53.03,35.3,37.7,28.73,43.31,31.1,47.08
2017-05-09,239.46,23.72,55.27,51.31,65.33,75.58,90.84,55.18,52.64,34.85,38.07,28.489,43.77,31.0,46.1
2017-05-10,239.85,23.8,55.49,51.39,65.19,75.36,90.55,55.03,52.83,35.63,38.1,28.7,44.08,31.1,47.8
2017-05-11,239.41,23.66,55.42,51.47,65.17,75.43,90.04,54.97,52.7401,35.42,37.955,28.71,42.95,30.0,47.93
2017-05-12,239.03,23.55,55.58,51.735,64.81,75.28,89.87,55.07,52.63,35.28,37.61,28.8,42.15,28.5,48.01
2017-05-15,240.245,23.75,55.86,51.93,65.11,75.76,89.89,54.93,53.08,35.52,38.02,29.13,42.08,27.95,48.26
2017-05-16,240.1,23.785,56.12,51.53,65.04,75.45,89.58,55.31,53.095,35.18,37.95,29.29,41.77,27.95,47.35
2017-05-17,235.85,23.07,54.59,51.71,63.74,74.52,88.16,55.0,51.985,34.71,37.31,28.8,40.93,27.85,48.08
2017-05-18,236.67,23.13,54.94,51.9,63.83,74.82,88.68,55.03,51.96,34.63,37.34,28.56,40.96,27.4,48.24
2017-05-19,238.3,23.33,55.23,52.08,64.67,75.02,89.21,55.07,52.43,35.505,37.74,29.09,40.93,27.6,48.11
2017-05-22,239.53,23.395,55.72,52.52,65.17,75.2,89.7,55.36,52.46,35.22,37.89,29.24,41.29,27.25,48.55
2017-05-23,240.02,23.59,55.77,52.65,65.31,75.46,89.345,55.74,52.54,35.2,37.625,29.73,40.57,27.15,48.79
2017-05-24,240.59,23.58,55.98,52.99,65.39,75.65,89.66,55.76,52.91,34.77,37.75,29.73,40.42,27.1,48.53
2017-05-25,241.71,23.64,56.41,53.42,65.82,76.05,90.49,56.02,52.82,33.84,37.65,29.46,40.83,27.05,48.59
2017-05-26,241.74,23.62,56.4,53.38,65.9,75.87,90.76,56.33,52.95,33.95,37.51,29.389,40.84,27.45,47.92
2017-05-30,241.52,23.445,56.62,53.575,65.88,75.769,90.82,56.38,52.92,32.98,37.45,29.25,40.75,27.025,47.97
2017-05-31,241.42,23.26,56.5,53.85,66.0,76.08,91.04,56.53,53.08,32.58,37.485,28.91,40.74,26.9,48.18
2017-06-01,243.32,23.55,56.67,54.23,66.41,76.97,91.88,56.71,53.69,32.99,37.91,29.14,41.6,27.4,48.54
2017-06-02,244.13,23.4401,57.19,54.3,66.68,77.4,92.22,57.25,53.85,32.31,38.26,28.88,41.31,27.075,49.11
2017-06-05,243.965,23.48,57.24,54.07,66.44,77.21,91.96,57.2,53.67,32.21,38.01,29.23,41.26,27.0,48.82
2017-06-06,243.25,23.38,57.15,53.98,65.99,76.99,91.19,57.28,53.72,33.06,37.74,29.43,40.41,27.5,48.56
2017-06-07,243.65,23.575,57.29,54.16,65.91,77.2,91.38,57.07,53.79,31.67,37.81,29.24,40.535,27.7,48.59
2017-06-08,243.76,23.845,57.45,53.71,66.13,77.04,90.79,57.14,53.97,31.42,37.88,30.2,40.465,28.5,48.63
2017-06-09,243.45,24.3,56.02,53.68,66.38,77.52,90.38,56.7,54.66,32.63,38.03,30.08,41.03,28.85,49.09
2017-06-12,243.34,24.345,55.68,53.58,66.63,77.43,90.32,56.69,54.4,32.83,38.29,30.16,41.17,29.05,49.75
2017-06-13,244.52,24.455,56.07,53.68,66.9,77.57,90.88,56.66,55.105,33.67,38.685,30.32,41.24,29.1,49.86
2017-06-14,244.26,24.5,55.81,54.0,66.83,77.93,90.82,56.98,54.53,32.19,38.95,29.43,41.195,30.0,49.46
2017-06-15,243.79,24.41,55.58,54.31,67.23,77.88,90.43,56.83,54.045,31.41,38.715,28.37,40.7,29.7,50.02
2017-06-16,242.63,24.295,55.24,54.14,67.45,77.68,90.12,56.05,54.01,31.64,38.505,28.13,40.01,29.7,49.92
2017-06-19,244.64,24.525,56.07,53.92,67.87,78.48,90.83,56.08,54.46,31.57,38.89,28.41,40.115,29.6,50.0
2017-06-20,243.04,24.34,55.63,53.96,67.14,78.77,89.71,56.27,54.17,31.18,38.75,28.04,39.31,28.9,50.44
2017-06-21,242.95,24.14,55.935,53.63,66.69,79.75,89.83,56.0,53.58,30.15,38.63,28.02,38.825,29.9,50.52
2017-06-22,242.83,23.99,55.95,53.385,66.55,80.57,89.65,55.76,53.665,30.22,38.52,28.51,39.04,30.1,50.78
2017-06-23,243.16,23.88,56.28,53.19,66.8,80.485,89.54,55.46,53.84,31.01,38.26,29.19,39.485,30.0,51.12
2017-06-26,243.27,24.01,55.99,53.59,66.82,80.37,89.81,55.66,54.01,31.11,38.5,29.225,40.22,30.8,51.33
2017-06-27,241.36,24.13,55.085,52.94,66.32,79.65,89.16,55.6,53.66,31.12,38.2,29.06,40.275,30.7,51.36
2017-06-28,243.46,24.51,55.76,52.45,66.91,80.06,90.02,55.56,54.1301,31.31,38.6,30.01,40.61,31.3,51.915
2017-06-29,241.39,24.68,54.775,52.03,66.34,79.35,89.15,55.36,53.55,31.71,38.09,29.97,40.5,31.6,51.43
2017-06-30,241.77,24.66,54.74,51.97,66.89,79.26,89.68,55.05,53.8,31.9,38.52,29.96,40.71,32.3,51.4
2017-07-03,242.32,25.0,54.33,51.69,67.31,79.37,89.52,54.98,54.27,32.65,38.52,30.19,40.99,32.35,52.65
2017-07-05,242.77,25.06,54.87,51.49,67.5,79.84,89.3,54.88,54.08,31.5,38.59,30.09,40.36,32.0,51.44
2017-07-06,240.58,24.9,54.39,51.44,66.91,78.83,88.44,54.66,53.87,30.78,38.06,29.8,39.49,31.4,50.47
2017-07-07,242.1,25.04,55.0,51.5,67.43,79.26,89.17,54.59,54.14,30.66,38.62,29.55,39.76,30.0,50.36
2017-07-10,242.36,25.0,55.4,51.42,67.63,79.05,89.38,54.56,54.48,31.15,38.74,30.06,38.79,29.8,49.76
2017-07-11,242.16,24.83,55.55,51.41,67.57,79.0,89.2,54.18,54.41,31.4,38.48,30.63,38.775,30.3,49.84
2017-07-12,243.98,24.86,56.245,51.85,67.95,79.55,89.88,54.32,55.02,31.39,38.63,30.6,39.05,30.45,50.42
2017-07-13,244.41,25.02,56.37,51.655,67.9,79.6,89.91,54.35,54.97,31.66,38.81,30.95,39.9401,30.4,50.4
2017-07-14,245.54,24.88,56.85,51.94,68.19,80.12,90.17,54.54,55.23,31.91,38.83,30.99,39.87,30.6,50.71
2017-07-17,245.51,24.84,56.89,52.14,68.15,79.87,90.41,54.82,55.34,31.88,38.85,31.38,40.24,30.45,51.07
2017-07-18,245.69,24.78,57.12,52.29,67.99,79.92,90.78,54.74,55.1,31.51,38.59,31.21,40.0997,30.6,51.16
2017-07-19,246.99,24.83,57.415,52.53,68.06,80.53,91.23,54.76,55.68,32.64,38.93,31.69,40.505,31.25,51.22
2017-07-20,247.07,24.82,57.54,52.89,67.68,81.06,91.05,54.94,55.245,32.03,38.45,31.73,40.56,31.4192,51.09
2017-07-21,246.89,24.81,57.46,53.28,67.55,80.96,91.12,54.8,55.23,31.65,38.67,31.46,40.37,31.15,51.231
2017-07-24,246.81,24.9,57.61,52.79,67.41,80.96,90.84,55.06,55.2,31.63,38.45,31.38,39.74,30.75,51.28
2017-07-25,247.39,25.21,57.48,52.51,67.32,80.3643,91.47,55.09,55.79,32.61,38.68,32.48,40.73,31.15,51.45
2017-07-26,247.45,25.05,57.73,52.99,67.41,80.12,91.44,55.29,55.44,32.56,38.65,32.26,40.82,30.75,51.65
2017-07-27,247.22,24.92,57.505,53.11,67.02,79.56,92.08,55.31,55.265,32.91,38.705,31.7,41.41,32.35,51.33
2017-07-28,246.9,24.93,57.44,53.03,67.18,79.96,91.4,55.64,55.05,32.82,38.41,31.12,41.31,32.55,51.21
2017-07-31,246.74,25.08,57.175,53.24,67.09,79.89,91.35,55.2,54.63,32.53,38.34,31.44,41.13,32.0,51.64
2017-08-01,247.309,25.285,57.44,53.5,66.89,79.7,91.54,55.38,54.67,32.265,38.7,30.98,41.3,32.35,51.07
2017-08-02,247.44,25.31,57.625,53.76,67.19,79.55,91.29,55.15,54.73,31.67,38.67,30.875,40.76,31.75,50.25
2017-08-03,246.98,25.22,57.47,54.0,67.52,79.69,91.03,55.21,54.345,30.54,38.54,30.42,40.7,31.25,51.07
2017-08-04,247.4,25.39,57.62,53.81,67.65,79.49,91.03,55.14,54.59,31.28,38.85,30.57,41.095,32.05,50.8
2017-08-07,247.85,25.345,57.95,53.95,67.65,79.64,91.23,55.03,54.62,30.75,38.97,30.77,41.325,32.35,50.48
2017-08-08,247.291,25.3,57.87,54.16,67.44,79.27,91.2,55.29,54.16,30.7,38.92,30.65,41.11,32.0,50.29
2017-08-09,247.23,25.29,57.86,53.89,67.46,79.39,90.77,55.18,54.245,30.81,38.76,30.53,40.68,32.075,50.17
2017-08-10,243.79,24.85,56.73,54.06,66.61,78.38,89.41,55.17,53.59,30.385,37.95,30.31,39.4,31.45,48.32
2017-08-11,244.11,24.72,57.11,53.73,66.65,78.62,89.865,54.98,53.5,30.44,38.14,30.08,39.67,31.5,46.47
2017-08-14,246.52,25.05,58.0,54.04,67.35,79.12,90.49,55.24,53.98,30.09,38.57,30.02,39.68,31.9,47.65
2017-08-15,246.53,25.11,58.11,54.33,67.2,79.13,89.69,55.41,54.02,29.96,38.21,29.83,38.61,30.85,47.33
2017-08-16,246.92,25.06,58.26,54.57,67.39,79.33,90.09,55.7,54.51,29.56,38.4,30.6,38.965,30.775,48.21
2017-08-17,243.13,24.63,57.13,54.18,66.22,78.34,88.7,55.66,53.7,29.11,37.75,29.83,38.31,30.0,47.88
2017-08-18,242.69,24.6,57.08,54.51,65.95,78.01,88.25,55.23,53.72,29.46,37.46,29.925,38.16,29.45,47.11
2017-08-21,242.93,24.545,57.06,54.7,66.06,78.36,88.4,55.16,53.78,29.08,37.52,30.2,37.93,29.45,48.22
2017-08-22,245.4,24.8,57.88,54.81,66.82,79.28,89.35,55.43,54.43,29.33,37.65,30.79,38.475,29.575,47.76
2017-08-23,244.538,24.75,57.77,54.98,66.19,78.7,88.6,55.35,54.34,29.64,37.33,31.28,38.51,28.15,48.05
2017-08-24,244.03,24.73,57.7,54.94,65.98,78.93,88.38,55.2,54.27,29.7,37.22,31.285,38.84,27.45,48.16
2017-08-25,244.54,24.8,57.68,55.12,66.3,78.93,88.625,54.7,54.41,29.755,37.49,31.33,39.32,27.8,48.33
2017-08-28,244.59,24.6699,57.825,55.24,66.26,79.36,88.7,54.62,54.53,29.57,37.51,31.84,39.13,28.05,47.66
2017-08-29,244.85,24.56,58.04,55.14,66.74,79.51,88.57,54.44,54.235,29.53,37.45,32.15,38.905,28.2,48.08
2017-08-30,246.04,24.67,58.46,54.95,67.01,79.96,89.21,54.6,54.64,29.64,37.75,32.22,39.02,28.65,48.235
2017-08-31,247.42,24.675,58.82,54.95,67.24,81.29,89.64,54.73,55.07,30.16,38.19,32.41,39.2,29.25,48.65
2017-09-01,247.88,24.785,58.79,54.79,67.3,81.23,90.06,54.82,55.435,30.6,38.38,32.94,39.72,29.85,48.78
2017-09-05,246.1,24.25,58.27,54.95,67.81,80.89,89.71,54.81,54.78,30.43,38.22,32.68,39.65,29.95,48.56
2017-09-06,246.91,24.305,58.31,54.68,67.89,81.27,90.23,55.15,54.94,30.95,38.41,32.75,40.17,30.125,48.63
2017-09-07,246.89,23.9,58.51,55.1,68.025,82.17,89.48,55.32,55.03,30.75,38.31,32.88,40.37,30.25,49.01
2017-09-08,246.55,24.09,58.03,55.35,68.27,82.52,89.16,55.17,55.0,29.88,38.83,32.25,40.09,30.55,49.12
2017-09-11,249.17,24.51,58.84,55.85,68.86,83.18,89.63,55.19,55.74,30.17,38.88,32.13,40.37,30.2,49.37
2017-09-12,250.07,24.81,58.99,54.89,67.96,83.37,90.05,55.43,56.19,30.825,39.49,32.42,40.925,30.5,48.68
2017-09-13,250.18,24.85,58.91,54.62,67.86,83.04,90.675,55.5,56.16,31.69,39.03,32.2,41.4,30.25,48.72
